link,title,authors,journal,ym,year
/doi/10.1287/orsc.2014.0923,Knowing Your Place: Social Performance Feedback in Good Times and Bad Times,Thomas P. Moliterno; ,Organization Science, (November-December 2014),2014
/doi/10.1287/mnsc.1110.1352,Exclusive Territories and Manufacturers' Collusion,Salvatore Piccolo; ,Management Science, (July 2011),2011
/doi/10.1287/orsc.2014.0945,Withholding the Ace: The Individual- and Unit-Level Performance Effects of Self-Reported and Perceived Knowledge Hoarding,Joel M. Evans; ,Organization Science, (March-April 2015),2015
/doi/10.1287/mnsc.1080.0900,Market-Based Supply Chain Coordination by Matching Suppliers' Cost Structures with Buyers' Order Profiles,Yu Xia; ,Management Science, (November 2008),2008
/doi/10.1287/mnsc.2017.2858,"Privacy Protection, Personalized Medicine, and Genetic Testing",Amalia R. Miller ; ,Management Science, (October 2018),2018
/doi/10.1287/mnsc.2015.2154,Incomplete-Information Models of Guilt Aversion in the Trust Game,Giuseppe Attanasi; ,Management Science, (March 2016),2016
/doi/10.1287/mnsc.1120.1628,Managing Licensing in a Market for Technology,Ashish Arora; ,Management Science, (May 2013),2013
/doi/10.1287/isre.2017.0752,Estimating Contextual Motivating Factors in Virtual Interorganizational Communities of Practice: Peer Effects and Organizational Influences,Kexin Zhao; ,Information Systems Research, (December 2018),2018
/doi/10.1287/orsc.2016.1093,From Ideals to Institutions: Institutional Entrepreneurship and the Growth of Mexican Small Business Finance,Rodrigo Canales; ,Organization Science, (November-December 2016),2016
/doi/10.1287/opre.2018.1763,Online Vehicle Routing: The Edge of Optimization in Large-Scale Applications,Dimitris Bertsimas ; ,Operations Research, (January-February 2019),2019
/doi/10.1287/orsc.2018.1279,"Connected, but Qualified? Social Affiliations, Human Capital, and Service Professional Performance",Timothy Gubler ; ,Organization Science, (September-October 2019),2019
/doi/10.1287/serv.1120.0031,Marketing Managers' Perceptions of Value Cocreation,Kim Cassidy; ,Service Science, (March 2013),2013
/doi/10.1287/msom.1120.0400,Aligning Capacity Decisions in Supply Chains When Demand Forecasts Are Private Information: Theory and Experiment,Kyle Hyndman; ,Manufacturing & Service Operations Management, (Winter 2013),2013
/doi/10.1287/mksc.21.2.139.149,Pricing Access Services,Skander Essegaier; ,Marketing Science, (May 2002),2002
/doi/10.1287/trsc.27.2.161,"A Combined, Equilibrium Model of Urban Personal Travel and Goods Movements",Norbert Oppenheim; ,Transportation Science, (May 1993),1993
/doi/10.1287/mksc.1050.0157,Invited Commentary—The Day After Tomorrow: Longer Run Issues in Theatrical Exhibition,Charles C. Moul; ,Marketing Science, (November-December 2006),2006
/doi/10.1287/orsc.8.6.648,Partner Selection and Venturing Success: The Case of Joint Ventures with Firms in the People's Republic of China,Yadong Luo; ,Organization Science, (November-December 1997),1997
/doi/10.1287/mnsc.2014.2068,Goal Setting and Monetary Incentives: When Large Stakes Are Not Enough,Brice Corgnet; ,Management Science, (December 2015),2015
/doi/10.1287/mnsc.1110.1496,Combinatorial Auctions for Procurement: An Empirical Study of the Chilean School Meals Auction,Marcelo Olivares; ,Management Science, (August 2012),2012
/doi/10.1287/mksc.1030.0043,Own-Brand and Cross-Brand Retail Pass-Through,David Besanko; ,Marketing Science, (February 2005),2005
/doi/10.1287/mksc.1120.0725,Retailer-Driven Product Bundling in a Distribution Channel,Hemant K. Bhargava; ,Marketing Science, (November-December 2012),2012
/doi/10.1287/mnsc.47.9.1203.9781,Optimal Investment in Knowledge Within a Firm Using a Market Mechanism,Sulin Ba; ,Management Science, (September 2001),2001
/doi/10.1287/mnsc.2021.4119,Stimulating Consumption at Low Budget: Evidence from a Large-Scale Policy Experiment Amid the COVID-19 Pandemic,Qiao Liu ; ,Management Science, (-Not available-),-1
/doi/10.1287/isre.1070.0133,IS Application Capabilities and Relational Value in Interfirm Partnerships,Nilesh Saraf; ,Information Systems Research, (September 2007),2007
/doi/10.1287/opre.1050.0256,Inventory Policies in a Decentralized Assembly System,Fernando Bernstein; ,Operations Research, (March-April 2006),2006
/doi/10.1287/mnsc.2020.3627,Waiting for the Payday? The Market for Startups and the Timing of Entrepreneurial Exit,Ashish Arora ; ,Management Science, (March 2021),2021
/doi/10.1287/mnsc.2017.3002,Does Transparency Stifle or Facilitate Innovation?,James R. Brown ; ,Management Science, (April 2019),2019
/doi/10.1287/mnsc.2021.3998,Black and White: Access to Capital Among Minority-Owned Start-ups,Robert Fairlie; ,Management Science, (-Not available-),-1
/doi/10.1287/mksc.2020.1271,The Short-Run Effects of the General Data Protection Regulation on Technology Venture Investment, Jian   Jia  ; ,Marketing Science, (July-August 2021),2021
/doi/10.1287/mnsc.1120.1559,Price Discovery in the U.S. Treasury Market: Automation vs. Intermediation,Kasing Man; ,Management Science, (March 2013),2013
/doi/10.1287/orsc.2021.1484,The Primordial Soup: Exploring the Emotional Microfoundations of Cluster Genesis, Paolo Aversa  ; ,Organization Science, (-Not available-),-1
/doi/10.1287/isre.2019.0855,The Strategic Value of Information Technology in Setting Productive Capacity,Dawei (David) Zhang ; ,Information Systems Research, (December 2019),2019
/doi/10.1287/isre.2019.0855,The Strategic Value of Information Technology in Setting Productive Capacity,Dawei (David) Zhang ; ,Information Systems Research, (December 2019),2019
/doi/10.1287/mnsc.2021.4153,The (In)Elasticity of Moral Ignorance,Marta Serra-Garcia ; ,Management Science, (-Not available-),-1
/doi/10.1287/mnsc.2015.2277,On the Nonexclusivity of Loan Contracts: An Empirical Investigation,Hans Degryse; ,Management Science, (December 2016),2016
/doi/10.1287/mnsc.1120.1559,Price Discovery in the U.S. Treasury Market: Automation vs. Intermediation,Kasing Man; ,Management Science, (March 2013),2013
/doi/10.1287/opre.1050.0211,Generation Capacity Expansion in Imperfectly Competitive Restructured Electricity Markets,Frederic H. Murphy; ,Operations Research, (July-August 2005),2005
/doi/10.1287/isre.2018.0822,"The Coevolution of Objects and Boundaries over Time: Materiality, Affordances, and Boundary Salience",Paul M. Leonardi ; ,Information Systems Research, (June 2019),2019
/doi/10.1287/mnsc.2015.2291,Employee Recognition and Performance: A Field Experiment,Christiane Bradler; ,Management Science, (November 2016),2016
/doi/10.1287/orsc.2019.1308,"Automation, Research Technology, and Researchers’ Trajectories: Evidence from Computer Science and Electrical Engineering",Jeffrey L. Furman ; ,Organization Science, (March-April 2020),2020
/doi/10.1287/mnsc.2015.2388,Stochastic Dominance Analysis Without the Independence Axiom,Simone Cerreia-Vioglio; ,Management Science, (April 2017),2017
/doi/10.1287/isre.12.3.322.9710,"Research Report: Modifying Paradigms—Individual Differences, Creativity Techniques, and Exposure to Ideas in Group Idea Generation",Monica J. Garfield; ,Information Systems Research, (September 2001),2001
/doi/10.1287/mnsc.1080.0911,Natural Selection in Financial Markets: Does It Work?,Hongjun Yan; ,Management Science, (November 2008),2008
/doi/10.1287/orsc.2018.1202,Learning by Contributing: Gaining Competitive Advantage Through Contribution to Crowdsourced Public Goods,Frank Nagle ; ,Organization Science, (July-August 2018),2018
/doi/10.1287/mnsc.2020.3910,Rotation as Contagion Mitigation,Jeffrey Ely; ,Management Science, (May 2021),2021
/doi/10.1287/mnsc.2020.3920,Enabling Entrepreneurial Choice, Ajay Agrawal ; ,Management Science, (September 2021),2021
/doi/10.1287/isre.11.2.105.11780,Research Commentary: The Organizing Logic for an Enterprise's IT Activities in the Digital Era—A Prognosis of Practice and a Call for Research,V. Sambamurthy; ,Information Systems Research, (June 2000),2000
/doi/10.1287/mnsc.2020.3645,When Ignorance Is Not Bliss: An Empirical Analysis of Subtier Supply Network Structure on Firm Risk, Yixin (Iris)   Wang  ; ,Management Science, (April 2021),2021
/doi/10.1287/inte.1060.0274,"Using USCAP’s Analytical Models, the Transportation Security Administration Balances the Impacts of Aviation Security Policies on Passengers and Airlines",Robert M. Peterson; ,INFORMS Journal on Applied Analytics, (January-February 2007),2007
/doi/10.1287/mnsc.2014.2003,Disclosure Policy and Industry Fluctuations,Jeremy Bertomeu; ,Management Science, (June 2015),2015
/doi/10.1287/opre.2016.1565,"Proportional Switching in First-in, First-out Networks",Maury Bramson; ,Operations Research, (March-April 2017),2017
/doi/10.1287/mnsc.44.6.812,Validation of Trace-Driven Simulation Models: A Novel Regression Test,Jack P. C. Kleijnen; ,Management Science, (June 1998),1998
/doi/10.1287/isre.2019.0873,Words Matter! Toward a Prosocial Call-to-Action for Online Referral: Evidence from Two Field Experiments,Jaehwuen Jung; ,Information Systems Research, (March 2020),2020
/doi/10.1287/serv.2014.0086,Information Service Blueprint: A Service Blueprinting Framework for Information-Intensive Services,Chie-Hyeon Lim; ,Service Science, (December 2014),2014
/doi/10.1287/mnsc.2015.2181,Screening Peers Softly: Inferring the Quality of Small Borrowers,Rajkamal Iyer; ,Management Science, (June 2016),2016
/doi/10.1287/opre.2016.1490,Delay in Trade Networks,Thành Nguyen; ,Operations Research, (May-June 2016),2016
/doi/10.1287/orsc.2013.0871,Understanding Executive Job Search,Peter Cappelli; ,Organization Science, (September-October 2014),2014
/doi/10.1287/mnsc.2018.3196,Trust in Procurement Interactions,Nicolas Fugger ; ,Management Science, (November 2019),2019
/doi/10.1287/inte.2018.0942,Total Hockey Optimizes Omnichannel Facility Locations,Mitchell A. Millstein ; ,INFORMS Journal on Applied Analytics, (July-August 2018),2018
/doi/10.1287/trsc.2019.0928,Strategic Network Design for Parcel Delivery with Drones Under Competition,Gohram Baloch ; ,Transportation Science, (January-February 2020),2020
/doi/10.1287/mnsc.2018.3248,Market Discipline and Systemic Risk,Alan D. Morrison ; ,Management Science, (February 2020),2020
/doi/10.1287/mnsc.48.7.834.2816,What Do We Know About Variance in Accounting Profitability?,Anita M. McGahan; ,Management Science, (July 2002),2002
/doi/10.1287/mnsc.38.8.1154,Optimal Service Speeds in a Competitive Environment,Ehud Kalai; ,Management Science, (August 1992),1992
/doi/10.1287/serv.2013.0060,Transformation of R&D into a Driver of Service Innovation: Conceptual Model and Empirical Analysis,Yuriko Sawatani; ,Service Science, (March 2014),2014
/doi/10.1287/mnsc.13.1.22,Factors Influencing Market Penetration,R. W. Allen; ,Management Science, (September 1966),1966
/doi/10.1287/serv.2016.0162,An Experience-based Collaborative Service System Model,Arzoo Atiq; ,Service Science, (March 2017),2017
/doi/10.1287/opre.7.2.145,Brownian Motion in the Stock Market,M. F. M. Osborne; ,Operations Research, (March-April 1959),1959
/doi/10.1287/serv.2015.0103,An Analytical Framework for Value Co-Production in Services,Uday S. Karmarkar; ,Service Science, (September 2015),2015
/doi/10.1287/opre.2016.1544,Course Match: A Large-Scale Implementation of Approximate Competitive Equilibrium from Equal Incomes for Combinatorial Allocation,Eric Budish; ,Operations Research, (March-April 2017),2017
/doi/10.1287/mnsc.49.3.312.12739,Using Neural Network Rule Extraction and Decision Tables for Credit-Risk Evaluation,Bart Baesens; ,Management Science, (March 2003),2003
/doi/10.1287/mnsc.2017.2757,"Innovation, Openness, and Platform Control",Geoffrey Parker ; ,Management Science, (July 2018),2018
/doi/10.1287/orsc.2020.1392,Market Competition and the Effectiveness of Performance Pay,Pooyan Khashabi ; ,Organization Science, (March-April 2021),2021
/doi/10.1287/isre.1100.0320,Research Commentary—Vigilant Interaction in Knowledge Collaboration: Challenges of Online User Participation Under Ambivalence,Sirkka L. Jarvenpaa; ,Information Systems Research, (December 2010),2010
/doi/10.1287/serv.2019.0240,Price and Service Competition in a Tourism Supply Chain,Sarat K. Jena ; ,Service Science, (December 2019),2019
/doi/10.1287/msom.1040.0059,Using Bucket Brigades to Migrate from Craft Manufacturing to Assembly Lines,"John J. Bartholdi, III; ",Manufacturing & Service Operations Management, (Spring 2005),2005
/doi/10.1287/serv.3.1.99,Learning Curves and Stochastic Models for Pricing and Provisioning Cloud Computing Services,Amit Gera; ,Service Science, (March 2011),2011
/doi/10.1287/mnsc.2017.2901,Awareness Reduces Racial Bias,Devin G. Pope ; ,Management Science, (November 2018),2018
/doi/10.1287/inte.32.5.74.37,Experimental Economics and Supply-Chain Management,Rachel Croson; ,INFORMS Journal on Applied Analytics, (September-October 2002),2002
/doi/10.1287/mnsc.2018.3282,Bring a Friend! Privately or Publicly?,Elias Carroni ; ,Management Science, (May 2020),2020
/doi/10.1287/isre.1060.0104,Understanding the Impact of Collaboration Software on Product Design and Development,Rajiv D. Banker; ,Information Systems Research, (December 2006),2006
/doi/10.1287/opre.2019.1952,Modeling Dependent Outages of Electric Power Plants,Vishwakant Malladi ; ,Operations Research, (January-February 2020),2020
/doi/10.1287/orsc.2021.1491,Institutional Disruptions and the Philanthropy of Multinational Firms,Luis Ballesteros ; ,Organization Science, (-Not available-),-1
/doi/10.1287/mnsc.2020.3634,Risk-Mitigating Technologies: The Case of Radiation Diagnostic Devices,Alberto Galasso ; ,Management Science, (May 2021),2021
/doi/10.1287/mnsc.2015.2317,Risk Aversion and Wealth: Evidence from Person-to-Person Lending Portfolios,Daniel Paravisini; ,Management Science, (February 2017),2017
/doi/10.1287/orsc.12.2.198.10116,Knowledge and Organization: A Social-Practice Perspective,John Seely Brown; ,Organization Science, (March-April 2001),2001
/doi/10.1287/mnsc.2016.2618,Hidden Skewness: On the Difficulty of Multiplicative Compounding Under Random Shocks,Ludwig Ensthaler; ,Management Science, (April 2018),2018
/doi/10.1287/mnsc.2016.2570,Corporate Governance and Costs of Equity: Theory and Evidence,Di Li; ,Management Science, (January 2018),2018
/doi/10.1287/mnsc.2013.1795,Who Lives in the C-Suite? Organizational Structure and the Division of Labor in Top Management,Maria Guadalupe; ,Management Science, (April 2014),2014
/doi/10.1287/mnsc.2020.3811,The Pledging Puzzle: How Can Revocable Promises Increase Charitable Giving?, James   Andreoni  ; ,Management Science, (October 2021),2021
/doi/10.1287/orsc.2016.1071,"Educational Mismatch, Work Outcomes, and Entry Into Entrepreneurship",Briana Sell Stenard; ,Organization Science, (July-August 2016),2016
/doi/10.1287/orsc.2017.1109,Pay Harmony? Social Comparison and Performance Compensation in Multibusiness Firms,Claudine Gartenberg; ,Organization Science, (January-February 2017),2017
/doi/10.1287/mnsc.2013.1756,Investor Flows and the 2008 Boom/Bust in Oil Prices,Kenneth J. Singleton; ,Management Science, (February 2014),2014
/doi/10.1287/mnsc.1110.1321,Entry and Patenting in the Software Industry,Iain M. Cockburn; ,Management Science, (May 2011),2011
/doi/10.1287/mnsc.1100.1221,Trading Higher Software Piracy for Higher Profits: The Case of Phantom Piracy,Ram D. Gopal; ,Management Science, (November 2010),2010
/doi/10.1287/orsc.1050.0156,Why Do Users Contribute to Firm-Hosted User Communities? The Case of Computer-Controlled Music Instruments,Lars Bo Jeppesen; ,Organization Science, (January-February 2006),2006
/doi/10.1287/mnsc.2015.2191,Competition and the Efficiency of Markets for Technology,Marie-Laure Allain; ,Management Science, (April 2016),2016
/doi/10.1287/inte.30.3.55.11668,A World of Abundance,William McDonough; ,INFORMS Journal on Applied Analytics, (May-June 2000),2000
/doi/10.1287/ijoc.2021.1095,Influence Maximization with Latency Requirements on Social Networks,S. Raghavan ; ,INFORMS Journal on Computing, (-Not available-),-1
/doi/10.1287/mnsc.2015.2166,IQ and Mutual Fund Choice,Mark Grinblatt; ,Management Science, (April 2016),2016
/doi/10.1287/mksc.2017.1051,Changing Their Tune: How Consumers’ Adoption of Online Streaming Affects Music Consumption and Discovery,Hannes Datta ; ,Marketing Science, (January-February 2018),2018
/doi/10.1287/inte.1030.0056,Menlo Worldwide Forwarding Optimizes Its Network Routing,Robert C. Prior; ,INFORMS Journal on Applied Analytics, (January-February 2004),2004
/doi/10.1287/mnsc.2019.3296,Choosing Between Growth and Glory,Sharon Belenzon ; ,Management Science, (May 2020),2020
/doi/10.1287/isre.1040.0013,"IT Outsourcing Strategies: Universalistic, Contingency, and Configurational Explanations of Success",Jae-Nam Lee; ,Information Systems Research, (June 2004),2004
/doi/10.1287/mnsc.1090.1040,A General Interindustry Relatedness Index,David J. Bryce; ,Management Science, (September 2009),2009
/doi/10.1287/opre.2017.1645,A NonCooperative Approach to Cost Allocation in Joint Replenishment,Simai He; ,Operations Research, (November-December 2017),2017
/doi/10.1287/orsc.2014.0958,"Kingpins, Bottlenecks, and Value Dynamics Along a Sector",Michael G. Jacobides; ,Organization Science, (May-June 2015),2015
/doi/10.1287/inte.32.5.4.30,The First Use of a Combined-Value Auction for Transportation Services,John O. Ledyard; ,INFORMS Journal on Applied Analytics, (September-October 2002),2002
/doi/10.1287/mnsc.47.1.52.10665,Appropriateness and Impact of Platform-Based Product Development,V. Krishnan; ,Management Science, (January 2001),2001
/doi/10.1287/mnsc.2018.3271,The Structure of Health Incentives: Evidence from a Field Experiment,Mariana Carrera ; ,Management Science, (May 2020),2020
/doi/10.1287/opre.2013.1185,Opening the “Black Box” of Efficiency Measurement: Input Allocation in Multioutput Settings,Laurens Cherchye; ,Operations Research, (September-October 2013),2013
/doi/10.1287/mnsc.2020.3660,The Role of Beliefs in Driving Gender Discrimination,Katherine B. Coffman ; ,Management Science, (June 2021),2021
/doi/10.1287/inte.11.4.1,A Model-Based Decision Support System for Planning and Scheduling Ocean-Borne Transportation,"Kenneth L. Stott, Jr.; ",INFORMS Journal on Applied Analytics, (August 1981),1981
/doi/10.1287/orsc.1060.0194,Supplier Performance in Vertical Alliances: The Effects of Self-Enforcing Agreements and Enforceable Contracts,Raji Srinivasan; ,Organization Science, (July-August 2006),2006
/doi/10.1287/isre.2016.0625,Research Note—An Internet-Enabled Move to the Market in Logistics,Fengmei Gong; ,Information Systems Research, (June 2016),2016
/doi/10.1287/mnsc.2015.2194,The Impact of Privacy Regulation and Technology Incentives: The Case of Health Information Exchanges,Idris Adjerid; ,Management Science, (April 2016),2016
/doi/10.1287/isre.1070.0116,Impact of International Information Technology Transfer on National Productivity,Jungsoo Park; ,Information Systems Research, (March 2007),2007
/doi/10.1287/mnsc.2017.2734,Forecasting Corporate Bond Returns with a Large Set of Predictors: An Iterated Combination Approach,Hai Lin; ,Management Science, (September 2018),2018
/doi/10.1287/orsc.1050.0154,Inertia and Incentives: Bridging Organizational Economics and Organizational Theory,Sarah Kaplan; ,Organization Science, (September-October 2005),2005
/doi/10.1287/mnsc.2020.3807,Policy Uncertainty and Innovation: Evidence from Initial Public Offering Interventions in China,Lin William Cong ; ,Management Science, (November 2021),2021
/doi/10.1287/isre.1080.0202,Competitive Environment and the Relationship Between IT and Vertical Integration,Gautam Ray; ,Information Systems Research, (December 2009),2009
/doi/10.1287/mnsc.2021.4131,Wolf Pack Activism,Alon Brav; ,Management Science, (-Not available-),-1
/doi/10.1287/inte.1060.0221,Elkem Uses Optimization in Redesigning Its Supply Chain,Nina Linn Ulstein; ,INFORMS Journal on Applied Analytics, (July-August 2006),2006
/doi/10.1287/isre.2019.0915,Video Killed the Radio Star? Online Music Videos and Recorded Music Sales,Tobias Kretschmer ; ,Information Systems Research, (September 2020),2020
/doi/10.1287/mnsc.2021.3967,How Market Power Affects Dynamic Pricing: Evidence from Inventory Fluctuations at Car Dealerships,Ayelet Israeli ; ,Management Science, (-Not available-),-1
/doi/10.1287/orsc.1070.0325,Exploring the Foundations of Cumulative Innovation: Implications for Organization Science,Fiona Murray; ,Organization Science, (November-December 2007),2007
/doi/10.1287/mksc.1040.0087,Differences in Dynamic Brand Competition Across Markets: An Empirical Analysis,Jean-Pierre Dubé; ,Marketing Science, (February 2005),2005
/doi/10.1287/mksc.17.4.356,Brand Equity and Vertical Product Line Extent,Taylor Randall; ,Marketing Science, (November 1998),1998
/doi/10.1287/orsc.9.4.454,Knowledge Management Processes and International Joint Ventures,Andrew C. Inkpen; ,Organization Science, (July-August 1998),1998
/doi/10.1287/mnsc.2014.1932,Counterfeiters: Foes or Friends? How Counterfeits Affect Sales by Product Quality Tier,Yi Qian; ,Management Science, (October 2014),2014
/doi/10.1287/mnsc.2017.2864,Automated Earnings Forecasts: Beat Analysts or Combine and Conquer?,Ryan T. Ball ; ,Management Science, (October 2018),2018
/doi/10.1287/inte.1110.0610,A Large US Retailer Selects Transportation Carriers Under Diesel Price Uncertainty,John Turner; ,INFORMS Journal on Applied Analytics, (July-August 2012),2012
/doi/10.1287/mksc.1090.0516,“The Best Price You'll Ever Get”: The 2005 Employee Discount Pricing Promotions in the U.S. Automobile Industry,Meghan R. Busse; ,Marketing Science, (March-April 2010),2010
/doi/10.1287/mnsc.2021.3967,How Market Power Affects Dynamic Pricing: Evidence from Inventory Fluctuations at Car Dealerships,Ayelet Israeli ; ,Management Science, (-Not available-),-1
/doi/10.1287/mnsc.2014.1932,Counterfeiters: Foes or Friends? How Counterfeits Affect Sales by Product Quality Tier,Yi Qian; ,Management Science, (October 2014),2014
/doi/10.1287/inte.1110.0610,A Large US Retailer Selects Transportation Carriers Under Diesel Price Uncertainty,John Turner; ,INFORMS Journal on Applied Analytics, (July-August 2012),2012
/doi/10.1287/mnsc.2017.2864,Automated Earnings Forecasts: Beat Analysts or Combine and Conquer?,Ryan T. Ball ; ,Management Science, (October 2018),2018
/doi/10.1287/inte.1080.0415,US Environmental Protection Agency Uses Operations Research to Reduce Contamination Risks in Drinking Water,Regan Murray; ,INFORMS Journal on Applied Analytics, (January-February 2009),2009
/doi/10.1287/mksc.1090.0516,“The Best Price You'll Ever Get”: The 2005 Employee Discount Pricing Promotions in the U.S. Automobile Industry,Meghan R. Busse; ,Marketing Science, (March-April 2010),2010
/doi/10.1287/mnsc.2013.1873,The Role of Accounting Quality in the M&A Market,Carol Marquardt; ,Management Science, (March 2015),2015
/doi/10.1287/mnsc.2014.2088,The Benefits of Relationship Lending in a Cross-Country Context: A Meta-Analysis,Vlado Kysucky; ,Management Science, (January 2016),2016
/doi/10.1287/mnsc.2021.4089,Does the Potential to Merge Reduce Competition?,Dirk Hackbarth ; ,Management Science, (-Not available-),-1
/doi/10.1287/isre.1080.0190,The Impact of Information Diffusion on Bidding Behavior in Secret Reserve Price Auctions,Oliver Hinz; ,Information Systems Research, (September 2008),2008
/doi/10.1287/trsc.1120.0442,Integrated Flight Scheduling and Fleet Assignment Under Airport Congestion,João P. Pita; ,Transportation Science, (November 2013),2013
/doi/10.1287/mksc.2018.1090,Channels of Impact: User Reviews When Quality Is Dynamic and Managers Respond,Judith A. Chevalier ; ,Marketing Science, (September-October 2018),2018
/doi/10.1287/mnsc.2019.3284,Judgments Based on Stocks and Flows: Different Presentations of the Same Data Can Lead to Opposing Inferences,Stephen A. Spiller ; ,Management Science, (May 2020),2020
/doi/10.1287/orsc.2021.1447,Do Managers’ Affiliation Ties Have a Negative Relationship with Subordinates’ Interfirm Mobility? Evidence from Large U.S. Law Firms,Seth Carnahan ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.8.5.489,The Ethical Superiority and Inevitability of Participatory Management as an Organizational System,Denis Collins; ,Organization Science, (September-October 1997),1997
/doi/10.1287/opre.2021.2148,Air Passenger Preferences: An International Comparison Affects Boarding Theory,Eitan Bachmat ; ,Operations Research, (-Not available-),-1
/doi/10.1287/mnsc.2019.3292,Relational Adaptation Under Reel Authority,Daniel Barron; ,Management Science, (May 2020),2020
/doi/10.1287/mnsc.2020.3702,Adapting to Radical Change: The Benefits of Short-Horizon Investors,Mariassunta Giannetti ; ,Management Science, (July 2021),2021
/doi/10.1287/msom.1070.0166,What Can Be Learned from Classical Inventory Models? A Cross-Industry Exploratory Investigation,Sergey Rumyantsev; ,Manufacturing & Service Operations Management, (Fall 2007),2007
/doi/10.1287/mnsc.2020.3579,Product Price Risk and Liquidity Management: Evidence from the Electricity Industry, Chen   Lin  ; ,Management Science, (April 2021),2021
/doi/10.1287/stsc.2021.0137,Leveraging Private Enterprise: Incubation of New Industries to Address the Public Sector’s Mission-Oriented Grand Challenges, Rajshree Agarwal  ; ,Strategy Science, (-Not available-),-1
/doi/10.1287/mnsc.2021.4097,Implied Ambiguity: Mean-Variance Inefficiency and Pricing Errors,Chiaki Hara ; ,Management Science, (-Not available-),-1
/doi/10.1287/mnsc.2016.2558,"Opacity, Credit Rating Shopping, and Bias",Francesco Sangiorgi; ,Management Science, (December 2017),2017
/doi/10.1287/orsc.1120.0812,The Costs of Related Diversification: The Impact of the Core Business on the Productivity of Related Segments,M. V. Shyam Kumar; ,Organization Science, (November-December 2013),2013
/doi/10.1287/mnsc.2013.1773,How Do Industry Peers Respond to Control Threats?,Henri Servaes; ,Management Science, (February 2014),2014
/doi/10.1287/mnsc.40.8.984,The Growth of Interorganizational Systems in the Presence of Network Externalities,Frederick J. Riggins; ,Management Science, (August 1994),1994
/doi/10.1287/orsc.1100.0623,PERSPECTIVE—Explaining Influence Rents: The Case for an Institutions-Based View of Strategy,Gautam Ahuja; ,Organization Science, (November-December 2011),2011
/doi/10.1287/opre.2020.2068,The Effect of Social Preferences on Sales and Operations Planning, Felix   Papier  ; ,Operations Research, (September-October 2021),2021
/doi/10.1287/mnsc.2021.3961,Decision Making Under Model Uncertainty: Fréchet–Wasserstein Mean Preferences,Electra V. Petracou; ,Management Science, (-Not available-),-1
/doi/10.1287/inte.2020.1044,London Heathrow Airport Uses Real-Time Analytics for Improving Operations,Xiaojia Guo ; ,INFORMS Journal on Applied Analytics, (September-October 2020),2020
/doi/10.1287/isre.2020.0921,Matching Mobile Applications for Cross-Promotion,Gene Moo Lee ; ,Information Systems Research, (September 2020),2020
/doi/10.1287/isre.2021.0993,Multidimensional Observational Learning in Social Networks: Theory and Experimental Evidence,Liangfei Qiu ; ,Information Systems Research, (September 2021),2021
/doi/10.1287/isre.1100.0302,A Network Perspective of Digital Competition in Online Advertising Industries: A Simulation-Based Approach,Ray M. Chang; ,Information Systems Research, (September 2010),2010
/doi/10.1287/orsc.1050.0168,From Organization Design to Organization Designing,Youngjin Yoo; ,Organization Science, (March-April 2006),2006
/doi/10.1287/mksc.1120.0724,How Does the Use of Trademarks by Third-Party Sellers Affect Online Search?,Lesley Chiou; ,Marketing Science, (September-October 2012),2012
/doi/10.1287/mnsc.2020.3617,An Axiomatic Foundation for the Expected Shortfall,Ruodu Wang ; ,Management Science, (March 2021),2021
/doi/10.1287/mnsc.15.1.57,Theory of Investment Behavior and Empirical Analysis of Stock Market Price Relatives,Fred B. Renwick; ,Management Science, (September 1968),1968
/doi/10.1287/opre.1060.0297,The Multiple-Family ELSP with Safety Stocks,Serge M. Karalli; ,Operations Research, (May-June 2006),2006
/doi/10.1287/mnsc.47.7.894.9807,Cutting Corners and Working Overtime: Quality Erosion in the Service Industry,Rogelio Oliva; ,Management Science, (July 2001),2001
/doi/10.1287/orsc.1110.0695,The Genesis and Dynamics of Organizational Networks,Gautam Ahuja; ,Organization Science, (March-April 2012),2012
/doi/10.1287/opre.40.2.384,The Joint Replenishment Problem with General Joint Cost Structures,Awi Federgruen; ,Operations Research, (March-April 1992),1992
/doi/10.1287/msom.1120.0420,Engaging Supply Chains in Climate Change,Chonnikarn (Fern) Jira; ,Manufacturing & Service Operations Management, (Fall 2013),2013
/doi/10.1287/orsc.12.6.683.10086,"Keiretsu, Governance, and Learning: Case Studies in Change from the Japanese Automotive Industry",Christina L. Ahmadjian; ,Organization Science, (November-December 2001),2001
/doi/10.1287/ijoc.2020.1005,Knowledge Learning of Insurance Risks Using Dependence Models, Zifeng Zhao  ; ,INFORMS Journal on Computing, (Summer 2021),2021
/doi/10.1287/ited.1120.0100,"Center for Productivity Innovation's Student Project with Industry Program at the University of Tennessee, Department of Industrial and Systems Engineering",Rapinder Sawhney; ,INFORMS Transactions on Education, (January 2013),2013
/doi/10.1287/orsc.2014.0903,Built to Last or Meant to End: Intertemporal Choice in Strategic Alliance Portfolios,Rene M. Bakker; ,Organization Science, (January-February 2015),2015
/doi/10.1287/mnsc.2016.2693,Conglomerate Industry Choice and Product Language,Gerard Hoberg; ,Management Science, (August 2018),2018
/doi/10.1287/mksc.2013.0836,The Service Revolution and the Transformation of Marketing Science,Roland T. Rust; ,Marketing Science, (March-April 2014),2014
